round,train_loss,val_auc,val_acc,val_f1,lr,duration_s
1,0.9547895288467407,0.6109038853546562,0.6998370160093976,0.0,0.00016666666666666666,2.0238771438598633
2,0.94065132522583,0.6529647611970802,0.700706691318151,0.00615183756878244,0.0003333333333333333,1.5259714126586914
3,0.8731555695533754,0.8488772411293294,0.7438272017128543,0.6548891649190884,0.0005,1.5256290435791016
4,0.6388902218341828,0.8775801270705746,0.8174370967802248,0.7146865652203315,0.0005,1.5322988033294678
5,0.6351816037893295,0.8905181398925952,0.8332547171071223,0.7364886939711028,0.0005,1.5136265754699707
6,0.5885477877855301,0.8950206830847922,0.8386495886937936,0.7432955922673026,0.0005,1.5273606777191162
7,0.5741868887543677,0.8991763737903313,0.8399802773879612,0.7465802620057782,0.0005,1.5130500793457031
8,0.564581776022911,0.9013649902142487,0.843366562266455,0.7498626518933564,0.0005,1.5252983570098877
9,0.5769923129081725,0.9039542354558612,0.8450920237205543,0.7517396426198744,0.0005,1.5296335220336914
10,0.5774552385807037,0.9056430835096266,0.8462309351199784,0.7528251013258226,0.0005,1.5271430015563965
11,0.5652139483094215,0.9066640632686166,0.8438655037519438,0.7523840022772559,0.0005,1.527862787246704
12,0.5895051535367966,0.907688547506242,0.8410257040336802,0.7517642112849464,0.0005,1.645838737487793
13,0.5798316388130188,0.9087170268579207,0.8451011050966285,0.7545778864912674,0.0005,1.522526741027832
14,0.5627351280450821,0.9095962801346005,0.8421726284119931,0.7534405593355137,0.0005,1.5245156288146973
15,0.5702420233488084,0.9094249515260828,0.842150192071104,0.7536526214254332,0.0005,1.5223267078399658
16,0.5437454139590263,0.9096136886699684,0.8458404359487874,0.7552052009171503,0.0005,1.5232155323028564
17,0.5719040105938911,0.9107489413317542,0.8451796322897408,0.7563399796205933,0.0005,1.5271835327148438
18,0.5622197322845459,0.9112503926417127,0.8467704756985047,0.7568625057639623,0.0005,1.5356390476226807
19,0.5749882167577743,0.9112515913533454,0.8465386335093161,0.7570276369073999,0.0005,1.5452518463134766
20,0.5428435583710671,0.9120212591286295,0.8454579497564856,0.7567876127695814,0.0005,1.5340862274169922
21,0.5486719017028808,0.9125757581138827,0.8437159281460157,0.7565356186430946,0.0005,1.5311055183410645
22,0.6434205794930458,0.9121633025022459,0.8457084888964151,0.7576629156164733,0.0005,1.5337715148925781
