round,train_loss,val_auc,val_acc,val_f1,lr,duration_s
1,0.9465361404418944,0.6067541091719237,0.4820800411119237,0.47290525769838626,0.00016666666666666666,3.5304324626922607
2,0.9385384912490844,0.6325253766048626,0.6172205326707846,0.4448364800778493,0.0003333333333333333,1.728492021560669
3,0.8931905183792115,0.6606369230174783,0.6341589016449577,0.46283820616899035,0.0005,1.62577486038208
4,0.8491157877445221,0.7197328229917913,0.6232772763136878,0.5476902868453173,0.0005,1.689223289489746
5,0.8103918120861054,0.7898433938856069,0.6654805677248963,0.5985784396683026,0.0005,1.6121313571929932
6,0.7497545318603516,0.8384379251470478,0.7328205739109159,0.6453908251833134,0.0005,1.615591287612915
7,0.675585653781891,0.8618544115323112,0.7748433061978255,0.6769653125807137,0.0005,1.6078565120697021
8,0.6568718959093094,0.8712500246608226,0.8032728210974255,0.7003014352353701,0.0005,1.636291742324829
9,0.6196190053224564,0.8788747461070465,0.8136464235671325,0.7151839257357233,0.0005,1.6140711307525635
10,0.5830181695222855,0.8833906039526821,0.8240082736678022,0.7236839235960258,0.0005,1.6381113529205322
11,0.5917153282165527,0.8871891340004486,0.8282241689606045,0.7286384580330469,0.0005,1.6279582977294922
12,0.6093165996074676,0.8904232935802127,0.8301157661770024,0.7322933739417525,0.0005,1.6319029331207275
13,0.6000028735399247,0.8924893715607451,0.8290799551059502,0.7348587680175813,0.0005,1.6310648918151855
14,0.5892116596698761,0.8943032570787387,0.8321633493824397,0.7378107501397801,0.0005,1.6140358448028564
15,0.5675465970039368,0.8968161204161482,0.8360726146830894,0.7415103398896516,0.0005,1.6238884925842285
16,0.6156477484703065,0.8986237924838143,0.8351254805784089,0.7430216205909755,0.0005,1.604541540145874
17,0.5831289381980895,0.9001912801604139,0.8370379115399182,0.7450028127855103,0.0005,1.6305365562438965
18,0.534353052854538,0.9014752099445157,0.841003267692791,0.7477708042731407,0.0005,1.6214776039123535
19,0.576330918431282,0.902780738522196,0.8386079212035707,0.7477359527201132,0.0005,1.629913091659546
20,0.5629473215341567,0.9035877640195044,0.8363007174821298,0.7472190624043634,0.0005,1.6222634315490723
21,0.5683598573207855,0.9054804663948572,0.8429915548544495,0.7520123253875308,0.0005,1.6177573204040527
22,0.5425045209527015,0.9065582506932885,0.8427281949482975,0.7528456908948805,0.0005,1.618645429611206
23,0.5555749601125717,0.9074917101046223,0.8430764924306731,0.7539721823698838,0.0005,1.6467559337615967
24,0.5635447946786881,0.9080274612183674,0.8444557931967672,0.7555002842404818,0.0005,1.6142120361328125
25,0.5481174038648605,0.908651329850819,0.8389086750112048,0.7532656462604514,0.0005,1.6447088718414307
26,0.5816154853105544,0.9099607361160316,0.8446075055970658,0.7571117837386494,0.0005,1.660693645477295
27,0.5547201386690139,0.9101872392890603,0.8440498022663909,0.7573083979758866,0.0005,1.6332371234893799
28,0.5405981079339981,0.9104052586404869,0.8492288576216517,0.7587837225719662,0.0005,1.635011911392212
29,0.558065174818039,0.9110075480977669,0.8473933512574767,0.7585565149189649,0.0005,1.6496915817260742
30,0.5323930222988128,0.9116615650052179,0.8420903618287328,0.7576077375022038,0.0005,1.6681745052337646
31,0.5316944895386696,0.9119850590012953,0.8450279198894423,0.7593345367906184,0.0005,1.6295428276062012
