round,train_loss,val_auc,val_acc,val_f1,lr,duration_s
1,0.9473583571910857,0.6216904638172609,0.6997371208725813,0.000245455952217908,0.00016666666666666666,1.7054781913757324
2,0.9419269080162047,0.6408263336090082,0.6269488232406303,0.4370203284017181,0.0003333333333333333,1.6676664352416992
3,0.8969783620834351,0.6728287388000951,0.6252078700273457,0.4920928744292717,0.0005,1.639319658279419
4,0.8391139912605287,0.751507148153303,0.62713365595367,0.5647582322746071,0.0005,1.6475136280059814
5,0.7824966006278992,0.8186879115304462,0.7111711075486,0.6269425583017609,0.0005,1.6308784484863281
6,0.7070622179508209,0.8678008546218897,0.7905615655864993,0.6937226824781166,0.0005,1.5926804542541504
7,0.6302513918280602,0.8788172747068224,0.8135005873513526,0.7146248238475296,0.0005,1.5960228443145752
8,0.6280313594341278,0.8835359503024369,0.8188276157167637,0.7210242742804498,0.0005,1.6064248085021973
9,0.5931977598667145,0.8886939297870045,0.8231818684450494,0.7281394632553746,0.0005,1.6298103332519531
10,0.5688329929113388,0.8909209279862139,0.8235205503527581,0.730247874770044,0.0005,1.608307123184204
11,0.5748045663237571,0.8941625871423645,0.8298518720722579,0.7357783568055255,0.0005,1.5943896770477295
12,0.5948094537258148,0.8960674282914013,0.829339575621954,0.7370223358560706,0.0005,1.5974006652832031
13,0.5859288685321807,0.8984275419933673,0.8318535141987315,0.7406621944728694,0.0005,1.6233723163604736
14,0.5730499531030655,0.9006200507831321,0.8353797591084866,0.7446180620299584,0.0005,1.6289722919464111
15,0.5532956850528719,0.9020291948701781,0.8351602034869279,0.7456817473778947,0.0005,1.6022534370422363
16,0.6013274599313736,0.9037787542766067,0.8354037980451536,0.7472756412885319,0.0005,1.6140344142913818
17,0.5680526078939437,0.9043044516105361,0.8381175268955636,0.7489782292841889,0.0005,1.6052255630493164
18,0.5226360616683958,0.9059941221933369,0.839151735370838,0.7512384294830486,0.0005,1.6081984043121338
19,0.5605756944417954,0.9066542661752419,0.8420022190609536,0.752366104919087,0.0005,1.6049835681915283
20,0.5506115463972091,0.9080827438895862,0.8356890600936023,0.7508149972455361,0.0005,1.6079440116882324
21,0.5545413331985474,0.9090856750068982,0.8457132966837485,0.7569593985645727,0.0005,1.6283009052276611
22,0.5314532676339149,0.9093009571874228,0.8378456198119301,0.7528052463950579,0.0005,1.6077134609222412
23,0.5437418689131738,0.9105112128347259,0.8403301774661145,0.7552223747268838,0.0005,1.6106162071228027
24,0.553506573677063,0.9104921566554318,0.8427511654877794,0.7571658848937718,0.0005,1.6099638938903809
25,0.5390410668849945,0.910599339222232,0.8326259653636316,0.750537829604753,0.0005,1.6158759593963623
26,0.5683649489879607,0.91248623298755,0.845295553384335,0.7600350334383729,0.0005,1.6096765995025635
27,0.5456810748577119,0.9127928138559981,0.8437383644869049,0.759893094656867,0.0005,1.6058428287506104
28,0.5311942875385285,0.9132082560089145,0.8470065914764341,0.7615511935844834,0.0005,1.6085846424102783
29,0.5436763305664062,0.9136029136737632,0.8409728183730127,0.7587915146417885,0.0005,1.6077067852020264
30,0.5232614386081694,0.9133698218438737,0.8343621107895829,0.7543268606055228,0.0005,1.6116523742675781
31,0.521726851761341,0.9142960646211742,0.8472111895374,0.7634431280110828,0.0005,1.6137113571166992
32,0.523824750483036,0.914244721408674,0.8372339624234026,0.7568505776845694,0.0005,1.6171362400054932
33,0.554191554069519,0.9147072446858704,0.8418985845339891,0.7608303540835656,0.0005,1.6125807762145996
34,0.5305352333784104,0.9140414473186407,0.836876583564953,0.7564012664922807,0.0005,1.6364250183105469
35,0.5416210249066353,0.9157102022825641,0.8485851483175683,0.7653149345192212,0.0005,1.6188383102416992
36,0.5391304669380188,0.9159952263689313,0.8418387542916179,0.7613542753140733,0.0005,1.6168994903564453
37,0.525446330189705,0.9160817284932123,0.8487117533840145,0.7656716195620337,0.0005,1.6167452335357666
38,0.5472893685102463,0.916654950520459,0.8456021833764876,0.7642568463122693,0.0005,1.6417312622070312
39,0.49880452930927277,0.9172036013871686,0.8537070444234207,0.7689975681290789,0.0005,1.649766445159912
40,0.526586079120636,0.9168983323376048,0.8452229023757414,0.7641436708299177,0.0005,1.6643705368041992
41,0.5069766468405723,0.916358397791303,0.8429493531656341,0.7618739829792542,0.0005,1.6578893661499023
42,0.5408711239099503,0.9177687682729715,0.852101243454064,0.7685342870829958,0.0005,1.66001558303833
43,0.5179450079798698,0.917193078366547,0.8443227777472098,0.7635306413239986,0.0005,1.6610746383666992
44,0.5223313850164414,0.9181312462376706,0.8541141037509823,0.7703400584802699,0.0005,1.6434576511383057
45,0.5186278455853462,0.9180512502307088,0.8455487635172276,0.7652707901866211,0.0005,1.6164593696594238
46,0.5220218026041985,0.918011456524446,0.8473682439236245,0.7668586657005517,0.0005,1.6170454025268555
47,0.5432978068590165,0.9186277797510208,0.8391389146046155,0.7613955294248156,0.0005,1.6665329933166504
48,0.505082478761673,0.9181963781065469,0.8515323219529446,0.7693062403506151,0.0005,1.6736538410186768
49,0.5025149266719817,0.919027454376349,0.8533042586846,0.771275244480093,0.0005,1.6643691062927246
50,0.5486070811748505,0.918909773394973,0.8400865829078886,0.7622832094530207,0.0005,1.6611239910125732
51,0.5147525376081467,0.918869615781966,0.8526594809833314,0.770434933148671,0.0005,1.6581408977508545
52,0.5071564956903457,0.9194340706689597,0.8513982381062019,0.770066877883184,0.0005,1.626753330230713
53,0.49650632250308985,0.9198518554218722,0.8493079190133566,0.769688231231089,0.0005,1.6416752338409424
54,0.5241903250813484,0.9193709705098337,0.848761968051719,0.7686702411904766,0.0005,1.6680536270141602
55,0.5008195668458939,0.9197224973415954,0.8419055291156929,0.7643462023880145,0.0005,1.6579272747039795
56,0.5326788649559021,0.9202872408262711,0.8462368113044969,0.7673541371487043,0.0005,1.6672694683074951
57,0.5178155516982079,0.919948441657984,0.8525611884422929,0.7714115337789152,0.0005,1.671149730682373
58,0.5407679483890534,0.9204035150286904,0.8442650842992089,0.7661819150096565,0.0005,1.6513981819152832
59,0.4943802402019501,0.9199580091854991,0.8478468858625945,0.7686119805904589,0.0005,1.6421446800231934
60,0.5317252624630928,0.92014374872469,0.84657228802065,0.7674726819201552,0.0005,1.6562581062316895
61,0.5042887630462646,0.9200827935659603,0.8472277496937707,0.7683661121721509,0.0005,1.7284002304077148
62,0.5173733723163605,0.9198561263605528,0.8394861436898058,0.7620327589456695,0.0005,1.6609327793121338
63,0.531259202837944,0.9212768812115191,0.8499372049554398,0.7709058821418611,0.0005,1.6505827903747559
64,0.508574501991272,0.9206678124810154,0.8400791041275922,0.7635037026854937,0.0005,1.684274435043335
65,0.5260469459891319,0.9216106979816305,0.8494206349163953,0.7705601630536086,0.0005,1.6615691184997559
66,0.5485462969541549,0.9216503147479707,0.8443863473797292,0.7672069678959899,0.0005,1.6528120040893555
67,0.5147435630559921,0.920456913656318,0.846902422750877,0.7680545158039989,0.0005,1.6609327793121338
68,0.5068213940262795,0.9210883137091529,0.8452095474109264,0.7672153114967978,0.0005,1.6543035507202148
69,0.5011104561090469,0.9210522620392895,0.8486075846584574,0.7699937913151456,0.0005,1.6494784355163574
70,0.510903096973896,0.9215312675632283,0.8473174950573276,0.7693454878820355,0.0005,1.6488370895385742
71,0.5206993528008461,0.9215779567466087,0.8467699414999121,0.7688263165063269,0.0005,1.658738374710083
72,0.5091827832460404,0.9218141019900351,0.8510381882547893,0.7722358218634857,0.0005,1.6402783393859863
73,0.5139511114954949,0.9217498041449248,0.851021093899826,0.7717940178402657,0.0005,1.6491003036499023
74,0.5098609682321549,0.9215082573311261,0.8496738450492878,0.771015690923871,0.0005,1.706550121307373
75,0.49508879536390304,0.9218178277580251,0.8501572947755912,0.7717158827148638,0.0005,1.6604835987091064
76,0.4965929713845253,0.9202586794693578,0.8440412550889094,0.7660265734456282,0.0005,1.7746727466583252
77,0.4948879826664925,0.9219967808736624,0.8574597895364385,0.7764227982886704,0.0005,1.6858577728271484
78,0.5302278863191605,0.9223083248540263,0.8521236797949532,0.7733928409168119,0.0005,1.6794564723968506
79,0.4972960296869278,0.9219119066757322,0.8560398896773067,0.7754741912961757,0.0005,1.6913654804229736
80,0.5172583253383637,0.9225738840661359,0.8527545683328143,0.773993483119903,0.0005,1.6627209186553955
81,0.5139411118030548,0.9225617678023715,0.8493896513980245,0.7718636993689246,0.0005,1.7253541946411133
82,0.528060253560543,0.9229374065101227,0.8497577142283261,0.772164408951795,0.0005,1.6940715312957764
