round,train_loss,val_auc,val_acc,val_f1,lr,duration_s
1,0.9541488347053528,0.6040022110122717,0.5239932626873501,0.4749191076770954,0.00016666666666666666,1.6724512577056885
2,0.9487880988121032,0.632581548534734,0.6046700709362312,0.4522577880346005,0.0003333333333333333,1.6406276226043701
3,0.9161295766830444,0.66005938660958,0.5792983087806757,0.4966933550112224,0.0005,1.5759241580963135
4,0.8538803284168244,0.6894237679952921,0.565041082542764,0.5231179391787616,0.0005,1.563523769378662
5,0.8287346141338349,0.7256977016491394,0.6228493832410149,0.5506302526357061,0.0005,1.7036662101745605
6,0.7935249958038331,0.7676980268654316,0.6421152554831479,0.584020529900424,0.0005,1.5920772552490234
7,0.7755282471179962,0.8068631928614618,0.6862080073163839,0.614907756625127,0.0005,1.6059718132019043
8,0.7516360378265381,0.8396356260891109,0.7153832634512541,0.6380272733696036,0.0005,1.683713436126709
9,0.7020466729402541,0.854317231594019,0.731106864825854,0.6507494872513621,0.0005,1.6096813678741455
10,0.665963107585907,0.8649724596385783,0.7903078212550141,0.691371458763146,0.0005,1.6725432872772217
11,0.6453702565431595,0.8719254682689659,0.8107227546698306,0.709608998252671,0.0005,1.6032350063323975
12,0.637149433374405,0.8787554299280858,0.8208020137150147,0.7197883619098215,0.0005,1.5966768264770508
13,0.620756013393402,0.8828520620123744,0.8279944635657863,0.7257949687462742,0.0005,1.5721781253814697
14,0.5941805239915847,0.8842009451720143,0.8262268004228716,0.7270364002373034,0.0005,1.5660607814788818
15,0.6062619885206223,0.8884779422662324,0.8293497253952135,0.731527836723717,0.0005,1.5592033863067627
16,0.5849554737806321,0.8896292509649879,0.8327370786708925,0.7342002322596418,0.0005,1.6555871963500977
17,0.5617020681500435,0.8904889167909134,0.8318684717593243,0.7334864319718732,0.0005,1.6386256217956543
18,0.5715182375907897,0.8932637316727666,0.837002120234214,0.7389336463695104,0.0005,1.5808448791503906
19,0.6076727948188783,0.8953188983630551,0.8360085108519774,0.7411572065288694,0.0005,1.5514087677001953
20,0.5815265568494797,0.8979184734189949,0.8417458037365054,0.7459118051183703,0.0005,1.558917760848999
21,0.5817621409893036,0.899845172719491,0.83712658850629,0.7460543401217534,0.0005,1.5794687271118164
22,0.5739637875556945,0.9014774871258222,0.8413344708202032,0.7479433454687408,0.0005,1.6048235893249512
23,0.5738351839780808,0.902852423413793,0.841724969991394,0.7497992296837751,0.0005,1.6670517921447754
24,0.5938762812614442,0.9036980553305006,0.8340843275214307,0.7469087614021763,0.0005,1.5819118022918701
25,0.5664869956970215,0.9053234728081844,0.851300479763756,0.7547562451873688,0.0005,1.6111938953399658
26,0.5400352866649627,0.9067279718564936,0.8514447133837582,0.7568837336168189,0.0005,1.6228785514831543
27,0.5347228254079818,0.9068892769676261,0.8482357824380076,0.7564395040263778,0.0005,1.594087839126587
28,0.5551366856098174,0.9084597224401886,0.8457223780598228,0.7572925193164571,0.0005,1.5992043018341064
29,0.5462977641820908,0.907988221216731,0.8405390491158212,0.7539902768036908,0.0005,1.6089913845062256
30,0.5457826327085495,0.9094616383438254,0.8485611093809012,0.7592049605028455,0.0005,1.6206283569335938
31,0.5324548048377037,0.9094501628785143,0.8447496024226975,0.7576511870899847,0.0005,1.5841515064239502
32,0.5300110780596733,0.910005246781379,0.8486054478640871,0.7599684593617848,0.0005,1.5722975730895996
33,0.5284922989606857,0.9099421977620191,0.852721448020073,0.7610235162568152,0.0005,1.5983686447143555
34,0.5277168142795563,0.9113283317677533,0.8475194221253305,0.760225999331343,0.0005,1.600090503692627
35,0.5538992346525192,0.9115098500571792,0.8387083505389796,0.7551622131833485,0.0005,1.600188970565796
36,0.5472307794094086,0.9119054371670683,0.8401971620165569,0.7566777477816757,0.0005,1.5916810035705566
37,0.5376417466402053,0.9121604567518871,0.8461903360269407,0.7607383782867456,0.0005,1.5915780067443848
38,0.5385565396547317,0.9129986980961878,0.8470231516328047,0.7618579548525786,0.0005,1.6599640846252441
39,0.5555219594240188,0.912839420757947,0.8434344054877153,0.759589632705358,0.0005,1.6208655834197998
40,0.5556219214200974,0.912904690823058,0.844145958013059,0.7598991710331513,0.0005,1.614065408706665
41,0.5335373626947403,0.9139128209051646,0.8506621124455985,0.7644231863100761,0.0005,1.620391607284546
42,0.5546642395257949,0.9139270494993758,0.8460263370590124,0.761363532872508,0.0005,1.594400405883789
43,0.5563113642930985,0.9146761509562106,0.847647095588962,0.763153851711535,0.0005,1.5859804153442383
44,0.511553403019905,0.9147806076756713,0.8536215726486047,0.7663190355132982,0.0005,1.5865674018859863
45,0.5614556891918182,0.915249404195084,0.8474499763082924,0.7637759060821285,0.0005,1.6085598468780518
46,0.5669153774976731,0.9150477797703872,0.8385101628611249,0.7577411085137569,0.0005,1.5923337936401367
47,0.5469337676763535,0.9154625114446268,0.8438842007026849,0.7617934428661438,0.0005,1.5824110507965088
48,0.5491658623814583,0.9154523090640216,0.8476102358860725,0.7638427826133027,0.0005,1.5956270694732666
49,0.5473715759515762,0.9154576927059288,0.8446555834703998,0.7620978331030387,0.0005,1.6141481399536133
50,0.5634565616846083,0.9154995351510969,0.8494441396544696,0.7653180095643101,0.0005,1.6036109924316406
51,0.5294877051115036,0.9157418079593868,0.849648203516843,0.7657153036345581,0.0005,1.6269843578338623
52,0.5423197820186615,0.9156576781734633,0.8488591921955723,0.7650262604518592,0.0005,1.630408525466919
53,0.5235720614790916,0.9158427138898225,0.8470974052371761,0.764189664575723,0.0005,1.6358718872070312
54,0.5479615163803101,0.9153774062028169,0.8447800517424757,0.7620686888008529,0.0005,1.6401052474975586
55,0.5055797600150108,0.9158345376614491,0.8491129365270574,0.7654898887207158,0.0005,1.6426172256469727
56,0.5274492342472076,0.9162968192687796,0.8465487832825755,0.7641691056643584,0.0005,1.6868925094604492
57,0.520971409201622,0.9163477022091218,0.8489254328210547,0.7659789617233116,0.0005,1.6660418510437012
58,0.5299396691918373,0.9167792037938352,0.8519415180748765,0.7682232736748269,0.0005,1.651890516281128
59,0.5510640314817429,0.9169541663891002,0.848791348974312,0.7663738536672331,0.0005,1.6402091979980469
60,0.5246363524794578,0.9169561049333228,0.8471048840174725,0.7655405737503481,0.0005,1.6366009712219238
61,0.48545460802316664,0.9171395783627727,0.8522983627347336,0.7689090520065794,0.0005,1.6118922233581543
62,0.5475781457424164,0.9175282882317034,0.8465252785445011,0.7652653621813648,0.0005,1.6171302795410156
63,0.5179174954891205,0.9179963083776046,0.8506257869413018,0.7684014971495684,0.0005,1.6408705711364746
64,0.5179864895343781,0.9180325096705098,0.853293574712748,0.7699930402184919,0.0005,1.629772663116455
65,0.5406462088823318,0.9182184747952303,0.8511124418591607,0.7689790424025809,0.0005,1.624452829360962
66,0.5459575084447861,0.918216169261206,0.8515333903501298,0.7692814722207003,0.0005,1.5970170497894287
67,0.5255779889822005,0.9182776397924918,0.8551066447360338,0.7712114527969418,0.0005,1.5998830795288086
68,0.5234937746524811,0.918427848480499,0.8541611132271311,0.7708534252588763,0.0005,1.5996654033660889
69,0.510233651995659,0.9185704887181502,0.8564010079259046,0.7717646019983291,0.0005,1.5952661037445068
70,0.5468921850919723,0.9189645806789689,0.8528843785908161,0.7702822976524827,0.0005,1.6036326885223389
71,0.5412363357543946,0.9188481000529793,0.852635976245257,0.7700871611856855,0.0005,1.6255178451538086
72,0.5263481674194336,0.9182564903176931,0.8449392429230705,0.7645316152981279,0.0005,1.6379966735839844
73,0.526592509150505,0.9192559824640395,0.8469195171058402,0.766737024100338,0.0005,1.6731817722320557
74,0.539530116200447,0.9193309325770567,0.8518293363704303,0.7699606054323035,0.0005,1.6411640644073486
75,0.5190773983001709,0.9194428406294054,0.852633305252294,0.7705913904723889,0.0005,1.6473076343536377
76,0.5336685180664061,0.9194694719135418,0.8492742645020227,0.7686142011882845,0.0005,1.768061637878418
77,0.5060350553393363,0.919468612717926,0.8517908740717631,0.7702473069839545,0.0005,1.6548776626586914
78,0.5388941651582717,0.9192856603774922,0.8534297953538612,0.7712535890911637,0.0005,1.6737322807312012
79,0.5065197741389275,0.9194475994539517,0.8482250984661556,0.7680266626822874,0.0005,1.6763005256652832
80,0.5194587606787682,0.9197251868721612,0.8532246630943026,0.7714494383517888,0.0005,1.631504774093628
81,0.5174840248823165,0.9197393728849946,0.8546648624999532,0.7721679476507661,0.0005,1.6146888732910156
82,0.5251731830239297,0.9199789266091097,0.8550719218275148,0.7726427079736792,0.0005,1.6064825057983398
83,0.5169789085388183,0.9199210020585291,0.8499446837357363,0.7695142944822527,0.0005,1.6227552890777588
84,0.5036002937555313,0.9199679975900963,0.8529377984500762,0.771601020471657,0.0005,1.6309840679168701
85,0.510616828262806,0.9202036734167945,0.8489719080986109,0.769140946842294,0.0005,1.6119112968444824
86,0.5158964358568191,0.9202514726611695,0.8510200255026408,0.7704281757154441,0.0005,1.6145498752593994
87,0.519915057182312,0.9204141060314425,0.8522460112726588,0.7712854454224013,0.0005,1.6088578701019287
88,0.5393279304504395,0.9203197633537186,0.849030669943797,0.7691127463515501,0.0005,1.6574628353118896
89,0.5000765956044197,0.9203277801956955,0.8506701254244876,0.7703994887910204,0.0005,1.61075758934021
90,0.5079278600811958,0.9205708369068408,0.8478378044865204,0.7686772858022255,0.0005,1.6507751941680908
91,0.5308646676540374,0.9208616738077209,0.8485205102878636,0.769328511068919,0.0005,1.6670727729797363
92,0.5294565996527673,0.9209377253133076,0.8489174198421657,0.7694980924693903,0.0005,1.6802468299865723
93,0.5187544804215432,0.9205065757167641,0.847469207457626,0.7684418817766748,0.0005,1.7049269676208496
94,0.5022679328322411,0.9208445478574281,0.8481070405771909,0.7689499883799733,0.0005,1.6470298767089844
95,0.5171688141822814,0.9211733667977748,0.8519463258622099,0.7717240271640426,0.0005,1.7004146575927734
96,0.5014334038496017,0.9210503395345733,0.8487186979657183,0.7695292567541723,0.0005,1.6818625926971436
97,0.5036717076897621,0.9212532433065426,0.8449189433765518,0.7672244717956942,0.0005,1.6531343460083008
98,0.5124278699159622,0.9215462966662853,0.8476054280987392,0.769368951308106,0.0005,1.6281194686889648
99,0.48142277801036837,0.9212532625031434,0.8549020466750679,0.7735116213525364,0.0005,1.6314997673034668
100,0.5069188476800919,0.9214512237780451,0.8533266950254893,0.77312431158585,0.0005,1.6347486972808838
